"EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","PERSON_ID","PERSON_NUMBER","BLOOD_TYPE","CORRESPONDENCE_LANGUAGE","START_DATE","DATE_OF_BIRTH","DATE_OF_DEATH","COUNTRY_OF_BIRTH","REGION_OF_BIRTH","TOWN_OF_BIRTH","SOURCESYSTEMOWNER","SOURCESYSTEMID","ACTIONCODE","REASONCODE","PERSONDUPLICATECHECK","RETIREMENTDATE"
"01-01-2004","31-12-4712",27284,"297",,,"01-01-2004","02-02-1980",,,,,,,,,,
"01-01-2004","31-12-4712",27285,"298",,,"01-01-2004","04-05-1969",,,,,,,,,,
"01-01-2004","31-12-4712",27439,"1865",,,"01-01-2004","14-08-1975",,,,,,,,,,
"01-01-2004","31-12-4712",27201,"289",,,"01-01-2004","10-06-1961",,,,,,,,,,
"01-01-2004","31-12-4712",27202,"290",,,"01-01-2004","09-05-1970",,,,,,,,,,
"01-01-2004","31-12-4712",27282,"295",,,"01-01-2004","23-02-1958",,,,,,,,,,
"01-01-2003","31-12-4712",9831,"1018",,,"07-01-2003","01-02-1961",,"US","Western US","Los Angeles",,,,,,
"01-01-2003","31-12-4712",13118,"230-43-4344",,,"01-01-2001","01-05-1958",,,,,,,,,,
"01-01-2003","31-12-4712",13313,"1278",,,"10-11-2003","01-04-1961",,,,,,,,,,
"01-01-2003","31-12-4712",13332,"1281",,,"10-11-2003","01-04-1961",,,,,,,,,,
"01-01-2003","31-12-4712",13333,"1282",,,"10-11-2003","01-04-1961",,,,,,,,,,
"01-01-2003","31-12-4712",13334,"1283",,,"10-11-2003","01-04-1961",,,,,,,,,,
"01-01-2003","31-12-4712",13335,"1284",,,"10-11-2003","01-04-1961",,,,,,,,,,
"01-01-2003","31-12-4712",4417,"399",,,"01-10-2000","19-06-1966",,,,,,,,,,
"01-01-2003","31-12-4712",4428,"406",,,"01-01-2000","31-01-1976",,,,,,,,,,
"01-01-2003","31-12-4712",11216,"1209",,,"01-01-2003","29-02-1960",,,,,,,,,,
"01-01-2003","31-12-4712",11217,"1210",,,"01-01-2003","17-08-1944",,,,,,,,,,
"01-01-2003","31-12-4712",27731,"1876",,,"01-01-2003","14-08-1964",,,,,,,,,,
"01-01-2003","31-12-4712",27732,"1877",,,"01-01-2003","14-08-1966",,,,,,,,,,
"01-01-2003","31-12-4712",27751,"1878",,,"01-01-2003","19-06-1965",,,,,,,,,,
"01-01-2003","31-12-4712",27752,"1879",,,"01-01-2003","19-06-1945",,,,,,,,,,
"01-01-2003","31-12-4712",27753,"1880",,,"01-01-2003","19-06-1965",,,,,,,,,,
"01-01-2003","31-12-4712",27754,"1881",,,"01-01-2003","19-06-1969",,,,,,,,,,
"01-01-2003","31-12-4712",27755,"1882",,,"01-01-2003","19-06-1984",,,,,,,,,,
"01-01-2003","31-12-4712",27756,"1883",,,"01-01-2003","19-06-1972",,,,,,,,,,
"01-01-2003","31-12-4712",27757,"1884",,,"01-01-2003","19-06-1988",,,,,,,,,,
"01-01-2003","31-12-4712",27758,"1885",,,"01-01-2003","19-06-1974",,,,,,,,,,
"01-01-2003","31-12-4712",27759,"1886",,,"01-01-2003","19-06-1965",,,,,,,,,,
"01-01-2003","31-12-4712",28479,"1896",,,"01-01-2003","19-06-1965",,,,,,,,,,
"01-01-2003","31-12-4712",23125,"192",,,"01-01-2003","09-06-1968",,,,,,,,,,
"01-01-2003","31-12-4712",23128,"193",,,"01-01-2003","04-05-1968",,,,,,,,,,
"01-01-2003","31-12-4712",13137,"1276",,,"01-01-2003","19-06-1965",,,,,,,,,,
"01-01-2002","31-12-4712",5981,"528",,,"01-01-2002","10-12-1966",,,,,,,,,,
"01-01-2002","31-12-4712",22417,"1594",,,"01-01-2002","04-07-1968",,"US",,"Hackensack",,,,,,
"01-01-2002","31-12-4712",6123,"545",,,"01-01-2002","17-03-1963",,,,,,,,,,
"01-01-2002","31-12-4712",6551,"622",,,"01-01-2002","18-02-1977",,,,,,,,,,
"01-01-2002","31-12-4712",6768,"839",,,"01-01-2002","31-03-1963",,,,,,,,,,
"01-01-2002","31-12-4712",10575,"1050",,,"01-01-2002","14-08-1967",,,,,,,,,,
"01-01-2002","31-12-4712",10576,"1051",,,"01-01-2002","14-08-1967",,,,,,,,,,
"01-01-2002","31-12-4712",7014,"849",,,"01-01-2002","12-01-1955",,,,,,,,,,
"01-01-2002","31-12-4712",7015,"850",,,"01-01-2002","17-12-1944",,,,,,,,,,
"01-01-2002","31-12-4712",7016,"851",,,"01-01-2002","30-11-1966",,,,,,,,,,
"01-01-2002","31-12-4712",7017,"852",,,"01-01-2002","02-02-1973",,,,,,,,,,
"01-01-2002","31-12-4712",7018,"853",,,"01-01-2002",,,,,,,,,,,
"01-01-2002","31-12-4712",7020,"855",,,"01-01-2002","22-08-1977",,,,,,,,,,
"01-01-2002","31-12-4712",7021,"856",,,"01-01-2002","03-04-1980",,,,,,,,,,
"01-01-2002","31-12-4712",7022,"857",,,"01-01-2002","12-12-1955",,,,,,,,,,
"01-01-2002","31-12-4712",7023,"858",,,"01-01-2002","07-06-1983",,,,,,,,,,
"01-01-2002","31-12-4712",7024,"859",,,"01-01-2002","09-01-1978",,,,,,,,,,
"01-01-2002","31-12-4712",7025,"860",,,"01-01-2002","01-06-1966",,,,,,,,,,
"01-01-2002","31-12-4712",7026,"861",,,"01-01-2002","10-12-1972",,,,,,,,,,
"01-01-2002","31-12-4712",7027,"862",,,"01-01-2002","01-01-1976",,,,,,,,,,
"01-01-2002","31-12-4712",7028,"863",,,"01-01-2002","04-09-1980",,,,,,,,,,
"01-01-2002","31-12-4712",7977,"913",,,"01-01-2002","12-04-1970",,,,,,,,,,
"01-01-2002","31-12-4712",7978,"914",,,"01-01-2002","24-06-1969",,,,,,,,,,
"01-01-2002","31-12-4712",7979,"915",,,"01-01-2002","13-07-1968",,,,,,,,,,
"01-01-2002","31-12-4712",7980,"916",,,"01-01-2002","29-12-1971",,,,,,,,,,
"01-01-2002","31-12-4712",7981,"917",,,"01-01-2002","11-01-1971",,,,,,,,,,
"01-01-2002","31-12-4712",8007,"920",,,"01-01-2002","24-09-1973",,,,,,,,,,
"01-01-2002","31-12-4712",8047,"925",,,"01-01-2002","19-07-1976",,,,,,,,,,
"01-01-2002","31-12-4712",7973,"909",,,"01-01-2002","24-10-1965",,,,,,,,,,
"01-01-2002","31-12-4712",8027,"921",,,"01-01-2002","16-11-1961",,,,,,,,,,
"01-01-2002","31-12-4712",8028,"922",,,"01-01-2002","11-05-1972",,,,,,,,,,
"01-01-2002","31-12-4712",8029,"923",,,"01-01-2002","16-12-1968",,,,,,,,,,
"01-01-2002","31-12-4712",8030,"924",,,"01-01-2002","18-02-1975",,,,,,,,,,
"01-01-2002","31-12-4712",7974,"910",,,"01-01-2002","12-03-1976",,,,,,,,,,
"01-01-2002","31-12-4712",7975,"911",,,"01-01-2002","10-05-1970",,,,,,,,,,
"01-01-2002","31-12-4712",7982,"55",,,"01-01-2002","21-10-1969",,,,,,,,,,
"01-01-2002","31-12-4712",7983,"81",,,"01-01-2002","30-05-1968",,,,,,,,,,
"01-01-2002","31-12-4712",8187,"945",,,"01-01-2002","22-12-1946",,,,,,,,,,
"01-01-2002","31-12-4712",8188,"946",,,"01-01-2002","09-04-1963",,,,,,,,,,
"01-01-2002","31-12-4712",8110,"926",,,"01-01-2002","11-06-1971",,,,,,,,,,
"01-01-2002","31-12-4712",8111,"927",,,"01-01-2002","19-09-1961",,,,,,,,,,
"01-01-2002","31-12-4712",8154,"931",,,"01-01-2002","02-12-1943",,,,,,,,,,
"01-01-2002","31-12-4712",9135,"1005",,,"01-01-2002","05-02-1965",,,,,,,,,,
"01-01-2002","31-12-4712",11648,"1249",,,"01-01-2002","14-06-1955",,,,,,,,,,
"01-01-2002","31-12-4712",11566,"129",,,"01-01-2002","10-12-1967",,,,,,,,,,
"01-01-2002","31-12-4712",12571,"1271",,,"01-01-2002","19-06-1965",,,,,,,,,,
"01-01-2002","31-12-4712",13510,"1298",,,"01-01-2002","16-07-1969",,,,,,,,,,
"01-01-2002","31-12-4712",13511,"1299",,,"01-01-2002","12-01-1965",,,,,,,,,,
"01-01-2002","31-12-4712",19954,"1580",,,"01-01-2002","25-09-1969",,,,,,,,,,
"01-01-2002","31-12-4712",5982,"529",,,"01-01-2002","30-06-1957",,,,,,,,,,
"01-01-2001","31-12-4712",6702,"773",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6703,"774",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",11497,"95",,,"01-01-2001","09-05-1946",,,,,,,,,,
"01-01-2001","31-12-4712",11498,"96",,,"01-01-2001","30-10-1980",,,,,,,,,,
"01-01-2001","31-12-4712",11499,"97",,,"01-01-2001","20-03-1988",,,,,,,,,,
"01-01-2001","31-12-4712",11517,"98",,,"01-01-2001","13-01-1945",,,,,,,,,,
"01-01-2001","31-12-4712",11518,"99",,,"01-01-2001","25-03-1964",,,,,,,,,,
"01-01-2001","31-12-4712",11519,"100",,,"01-01-2001","10-12-1962",,,,,,,,,,
"01-01-2001","31-12-4712",11520,"101",,,"01-01-2001","24-05-1954",,,,,,,,,,
"01-01-2001","31-12-4712",11521,"102",,,"01-01-2001","01-08-1950",,,,,,,,,,
"01-01-2001","31-12-4712",11522,"103",,,"01-01-2001","03-09-1972",,,,,,,,,,
"01-01-2001","31-12-4712",8922,"120",,,"01-01-2001","07-08-1970",,,,"New York",,,,,,
"01-01-2001","31-12-4712",9500,"123",,,"01-01-2001","02-04-1973",,,,,,,,,,
"01-01-2001","31-12-4712",9501,"124",,,"01-01-2001","30-05-1962",,,,,,,,,,
"01-01-2001","31-12-4712",9539,"126",,,"01-01-2001","04-02-1954",,,,,,,,,,
"01-01-2001","31-12-4712",9540,"127",,,"01-01-2001","17-06-1962",,,,,,,,,,
"01-01-2001","31-12-4712",9542,"129",,,"01-01-2001","18-01-1962",,,,,,,,,,
"01-01-2001","31-12-4712",9543,"130",,,"01-01-2001","23-05-1961",,,,,,,,,,
"01-01-2001","31-12-4712",9562,"131",,,"01-01-2001","15-06-1972",,,,,,,,,,
"01-01-2001","31-12-4712",9563,"132",,,"01-01-2001","01-06-1965",,,,,,,,,,
"01-01-2001","31-12-4712",9214,"122",,,"01-01-2001","04-07-1963",,,,,,,,,,
"01-01-2001","31-12-4712",9519,"125",,,"01-01-2001","09-10-1963",,,,,,,,,,
"01-01-2001","31-12-4712",14098,"155",,,"01-01-2001","10-08-1960",,,,,,,,,,
"01-01-2001","31-12-4712",14161,"201-02-1837",,,"01-01-2000","12-04-1965",,,,,,,,,,
"01-01-2001","31-12-4712",14162,"312-90-0876",,,"01-01-2000","21-05-1970",,,,,,,,,,
"01-01-2001","31-12-4712",14164,"309-09-0987",,,"01-01-2000","01-01-1960",,,,,,,,,,
"01-01-2001","31-12-4712",14165,"222-98-9876",,,"01-01-2000","10-06-1955",,,,,,,,,,
"01-01-2001","31-12-4712",11565,"128",,,"01-01-2001","23-11-1960",,,,,,,,,,
"01-01-2001","31-12-4712",11154,"84",,,"01-01-2001","12-04-1966",,,,,,,,,,
"01-01-2001","31-12-4712",11155,"85",,,"01-01-2001","09-05-1961",,,,,,,,,,
"01-01-2001","31-12-4712",11156,"86",,,"01-01-2001","21-04-1971",,,,,,,,,,
"01-01-2001","31-12-4712",11157,"87",,,"01-01-2001","30-01-1954",,,,,,,,,,
"01-01-2001","31-12-4712",11174,"88",,,"01-01-2001","02-09-1968",,,,,,,,,,
"01-01-2001","31-12-4712",11175,"89",,,"01-01-2001","11-10-1955",,,,,,,,,,
"01-01-2001","31-12-4712",11176,"90",,,"01-01-2001","15-08-1949",,,,,,,,,,
"01-01-2001","31-12-4712",11177,"91",,,"01-01-2001","17-11-1951",,,,,,,,,,
"01-01-2001","31-12-4712",11178,"92",,,"01-01-2001","24-06-1951",,,,,,,,,,
"01-01-2001","31-12-4712",11179,"93",,,"01-01-2001","18-07-1944",,,,,,,,,,
"01-01-2001","31-12-4712",27625,"1866",,,"01-01-2001","12-07-1957",,,,,,,,,,
"01-01-2001","31-12-4712",27626,"1867",,,"01-01-2001","17-03-1960",,,,,,,,,,
"01-01-2001","31-12-4712",27627,"1868",,,"01-01-2001","22-06-1949",,,,,,,,,,
"01-01-2001","31-12-4712",19914,"148",,,"01-01-2001","18-02-1969",,,,,,,,,,
"01-01-2001","31-12-4712",6715,"786",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6716,"787",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6717,"788",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6718,"789",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6719,"790",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6720,"791",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6721,"792",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6722,"793",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6723,"794",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6724,"795",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6725,"796",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6726,"797",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6727,"798",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6728,"799",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6729,"800",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6730,"801",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6731,"802",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6732,"803",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6733,"804",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6734,"805",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6735,"806",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6736,"807",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6737,"808",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6738,"809",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6739,"810",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6740,"811",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6741,"812",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6742,"813",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6743,"814",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6744,"815",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6745,"816",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6746,"817",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6747,"818",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6748,"819",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6749,"820",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6750,"821",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6751,"822",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6752,"823",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6753,"824",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6754,"825",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6755,"826",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6756,"827",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6757,"828",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6758,"829",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6759,"830",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6760,"831",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6761,"832",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6634,"705",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6635,"706",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6636,"707",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6637,"708",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6638,"709",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6639,"710",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",9642,"133",,,"01-01-2001","27-08-1962",,,,,,,,,,
"01-01-2001","31-12-4712",6762,"833",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6763,"834",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6764,"835",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6765,"836",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6766,"837",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6767,"838",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6698,"769",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6699,"770",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6700,"771",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6701,"772",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6651,"722",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6652,"723",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6653,"724",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6654,"725",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6655,"726",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6656,"727",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6657,"728",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6658,"729",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6659,"730",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6660,"731",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6661,"732",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6662,"733",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6663,"734",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6664,"735",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6665,"736",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6666,"737",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6667,"738",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6668,"739",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6669,"740",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6670,"741",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6671,"742",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6672,"743",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6673,"744",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6674,"745",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6675,"746",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6676,"747",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6677,"748",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6678,"749",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6679,"750",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6680,"751",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6681,"752",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6682,"753",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6683,"754",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6684,"755",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6685,"756",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6686,"757",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6687,"758",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6688,"759",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6689,"760",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6690,"761",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6691,"762",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6692,"763",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6693,"764",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6694,"765",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6695,"766",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6696,"767",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6697,"768",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6570,"641",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6571,"642",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6572,"643",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6573,"644",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6574,"645",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6575,"646",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6704,"775",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6705,"776",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6706,"777",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6707,"778",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6708,"779",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6709,"780",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6710,"781",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6711,"782",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6712,"783",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6713,"784",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6714,"785",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6581,"652",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6582,"653",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6583,"654",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6584,"655",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6585,"656",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6586,"657",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6587,"658",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6588,"659",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6589,"660",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6590,"661",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6591,"662",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6592,"663",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6593,"664",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6594,"665",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6595,"666",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6596,"667",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6597,"668",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6598,"669",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6599,"670",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6600,"671",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6601,"672",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6602,"673",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6603,"674",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6604,"675",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6605,"676",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6606,"677",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6607,"678",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6608,"679",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6609,"680",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6610,"681",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6611,"682",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6612,"683",,,"01-01-2001","04-07-1970",,,,,,,,,,
"01-01-2001","31-12-4712",6613,"684",,,"01-01-2001","04-07-1970",,,,,,,,,,
